CP,stage001,stage002,stage003,stage004,stage005,stage006,stage007,stage008,stage009,stage010,stage011,stage012,stage013,stage014,stage015,stage016,stage017,stage018,stage019,stage020,stage021,stage022,stage023,stage024,stage025,stage026,stage027,stage028,stage029,stage030,stage031,stage032,stage033,stage034,stage035,stage036,stage037,stage038,stage039,stage040,stage041,stage042,stage043,stage044,stage045,stage046,stage047,stage048,stage049,stage050,stage051,stage052,stage053,stage054,stage055,stage056,stage057,stage058,stage059,stage060,stage061,stage062,stage063,stage064,stage065,stage066,stage067,stage068,stage069,stage070,stage071,stage072,stage073,stage074,stage075,stage076,stage077,stage078,stage079,stage080,stage081,stage082,stage083,stage084,stage085,stage086,stage087,stage088,stage089,stage090,stage091,stage092,stage093,stage094,stage095,stage096,stage097,stage098,stage099,stage100
Lot013_04,Tool1-1,Tool2-3,Tool3-4,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,NA,Tool14-4,Tool15-1,Tool16-2,NA,Tool18-3,Tool19-1,Tool20-1,Tool21-2,Tool22-3,NA,Tool24-2,Tool25-5,Tool26-2,Tool27-2,Tool28-1,Tool29-4,Tool30-6,Tool31-1,Tool32-2,Tool33-1,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-1,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,Tool50-3,Tool51-5,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,Tool61-3,Tool62-3,NA,Tool64-2,Tool65-3,Tool66-4,Tool67-2,Tool68-2,Tool69-2,Tool70-5,Tool71-2,Tool72-2,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,Tool80-1,Tool81-2,Tool82-3,Tool83-3,Tool84-1,Tool85-1,Tool86-1,Tool87-2,NA,Tool89-3,Tool90-3,Tool91-3,Tool92-2,NA,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,Tool99-2,Tool100-1
Lot013_05,Tool1-1,Tool2-3,Tool3-4,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-2,Tool17-1,Tool18-3,Tool19-1,Tool20-1,Tool21-2,Tool22-3,Tool23-6,Tool24-2,Tool25-5,Tool26-2,Tool27-2,Tool28-1,NA,Tool30-6,Tool31-1,Tool32-2,Tool33-1,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-1,Tool43-3,Tool44-1,Tool45-2,NA,Tool47-5,Tool48-2,NA,Tool50-3,Tool51-5,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,Tool61-3,Tool62-3,Tool63-2,Tool64-2,Tool65-3,Tool66-4,Tool67-2,Tool68-2,Tool69-2,Tool70-5,Tool71-2,Tool72-2,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,Tool80-1,Tool81-2,Tool82-3,Tool83-3,Tool84-1,Tool85-1,Tool86-1,Tool87-2,NA,Tool89-3,Tool90-3,Tool91-3,Tool92-2,Tool93-7,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,Tool99-2,Tool100-1
Lot013_07,Tool1-1,Tool2-3,Tool3-4,Tool4-1,Tool5-3,NA,Tool7-1,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-2,Tool17-1,Tool18-3,Tool19-1,Tool20-1,Tool21-2,Tool22-3,Tool23-6,Tool24-2,Tool25-5,Tool26-2,Tool27-2,Tool28-1,Tool29-4,Tool30-6,Tool31-1,NA,Tool33-1,Tool34-1,Tool35-4,Tool36-4,Tool37-2,NA,Tool39-2,NA,Tool41-3,Tool42-1,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,Tool50-3,Tool51-5,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,Tool61-3,Tool62-3,Tool63-2,Tool64-2,Tool65-3,Tool66-4,Tool67-2,Tool68-2,Tool69-2,Tool70-5,Tool71-2,Tool72-2,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,Tool80-1,Tool81-2,Tool82-3,Tool83-3,Tool84-1,Tool85-1,NA,Tool87-2,Tool88-1,Tool89-3,Tool90-3,Tool91-3,Tool92-2,Tool93-7,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,Tool99-2,Tool100-1
Lot013_08,Tool1-1,NA,Tool3-4,Tool4-1,NA,Tool6-7,Tool7-1,Tool8-2,Tool9-3,Tool10-4,NA,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lot013_09,Tool1-1,Tool2-3,Tool3-4,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,NA,Tool10-4,Tool11-3,Tool12-2,NA,Tool14-4,Tool15-1,Tool16-2,Tool17-1,Tool18-3,Tool19-1,Tool20-1,Tool21-2,Tool22-3,NA,Tool24-2,Tool25-5,Tool26-2,NA,NA,Tool29-4,Tool30-6,Tool31-1,Tool32-2,Tool33-1,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-1,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,Tool50-3,Tool51-5,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,NA,Tool62-3,Tool63-2,Tool64-2,Tool65-3,Tool66-4,Tool67-2,Tool68-2,Tool69-2,Tool70-5,Tool71-2,Tool72-2,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,Tool80-1,Tool81-2,Tool82-3,Tool83-3,NA,Tool85-1,NA,Tool87-2,Tool88-1,Tool89-3,Tool90-3,Tool91-3,Tool92-2,Tool93-7,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,Tool99-2,Tool100-1
Lot013_10,Tool1-1,Tool2-3,Tool3-4,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,NA,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-2,Tool17-1,Tool18-3,NA,Tool20-1,Tool21-2,Tool22-3,Tool23-6,Tool24-2,Tool25-5,Tool26-2,Tool27-2,Tool28-1,Tool29-4,Tool30-6,Tool31-1,Tool32-2,Tool33-1,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,NA,Tool40-2,Tool41-3,Tool42-1,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,Tool50-3,Tool51-5,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,Tool61-3,NA,Tool63-2,Tool64-2,Tool65-3,Tool66-4,Tool67-2,NA,Tool69-2,Tool70-5,Tool71-2,Tool72-2,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,NA,Tool79-5,Tool80-1,Tool81-2,Tool82-3,Tool83-3,Tool84-1,Tool85-1,Tool86-1,Tool87-2,Tool88-1,Tool89-3,Tool90-3,Tool91-3,Tool92-2,Tool93-7,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,Tool99-2,Tool100-1
Lot013_11,NA,Tool2-3,Tool3-4,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-2,Tool17-1,Tool18-3,Tool19-1,Tool20-1,Tool21-2,Tool22-3,Tool23-6,Tool24-2,Tool25-5,Tool26-2,Tool27-2,NA,Tool29-4,Tool30-6,Tool31-1,Tool32-2,Tool33-1,NA,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-1,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,Tool50-3,Tool51-5,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,Tool61-3,Tool62-3,Tool63-2,Tool64-2,Tool65-3,Tool66-4,Tool67-2,Tool68-2,Tool69-2,Tool70-5,Tool71-2,Tool72-2,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,NA,Tool79-5,Tool80-1,Tool81-2,Tool82-3,Tool83-3,Tool84-1,Tool85-1,Tool86-1,Tool87-2,Tool88-1,Tool89-3,Tool90-3,Tool91-3,Tool92-2,Tool93-7,Tool94-2,Tool95-3,Tool96-1,Tool97-6,NA,Tool99-2,Tool100-1
Lot013_12,Tool1-1,Tool2-3,Tool3-4,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-2,Tool17-1,Tool18-3,Tool19-1,Tool20-1,Tool21-2,Tool22-3,Tool23-6,Tool24-2,Tool25-5,Tool26-1,Tool27-2,Tool28-1,Tool29-4,Tool30-6,Tool31-1,Tool32-2,Tool33-1,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-1,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,Tool50-3,NA,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,Tool61-3,Tool62-3,Tool63-2,Tool64-2,Tool65-3,Tool66-4,Tool67-2,Tool68-2,Tool69-2,NA,Tool71-2,NA,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,Tool80-1,Tool81-2,Tool82-3,Tool83-3,Tool84-1,Tool85-1,Tool86-1,Tool87-2,Tool88-1,Tool89-3,Tool90-3,Tool91-3,Tool92-2,Tool93-7,Tool94-2,NA,Tool96-1,Tool97-6,Tool98-5,Tool99-2,Tool100-1
Lot013_13,Tool1-1,Tool2-3,Tool3-4,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-2,Tool17-1,Tool18-3,Tool19-1,Tool20-1,Tool21-2,Tool22-3,Tool23-6,Tool24-2,Tool25-5,Tool26-1,Tool27-2,NA,Tool29-4,Tool30-6,Tool31-1,Tool32-2,Tool33-1,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-1,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,Tool50-3,Tool51-5,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,Tool61-3,Tool62-3,Tool63-2,Tool64-2,Tool65-3,Tool66-4,Tool67-2,Tool68-2,Tool69-2,Tool70-5,NA,Tool72-2,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,NA,Tool81-2,NA,Tool83-3,Tool84-1,Tool85-1,Tool86-1,Tool87-2,Tool88-1,Tool89-3,Tool90-3,Tool91-3,Tool92-2,Tool93-7,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,Tool99-2,Tool100-1
Lot013_14,Tool1-1,Tool2-3,Tool3-4,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-3,Tool17-1,Tool18-3,Tool19-1,Tool20-1,Tool21-2,Tool22-3,Tool23-6,Tool24-2,Tool25-5,Tool26-1,Tool27-2,Tool28-1,NA,Tool30-6,Tool31-1,Tool32-2,Tool33-4,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-2,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,Tool50-3,Tool51-5,Tool52-2,Tool53-2,Tool54-3,NA,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,Tool61-3,Tool62-3,Tool63-2,Tool64-2,Tool65-3,Tool66-4,Tool67-2,Tool68-2,Tool69-2,Tool70-5,Tool71-2,Tool72-2,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,Tool80-1,Tool81-2,Tool82-3,Tool83-3,Tool84-1,Tool85-1,Tool86-1,Tool87-2,Tool88-1,Tool89-3,Tool90-3,Tool91-3,Tool92-2,Tool93-7,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,NA,Tool100-1
Lot013_15,Tool1-1,Tool2-3,Tool3-4,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-3,Tool17-1,Tool18-3,Tool19-1,Tool20-1,Tool21-2,Tool22-3,Tool23-6,Tool24-2,Tool25-5,Tool26-1,Tool27-2,Tool28-1,Tool29-4,Tool30-6,Tool31-1,Tool32-2,Tool33-4,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-2,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,Tool50-3,Tool51-5,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,Tool57-2,NA,Tool59-2,Tool60-2,Tool61-3,Tool62-3,Tool63-2,Tool64-2,Tool65-3,Tool66-4,Tool67-2,Tool68-2,Tool69-2,Tool70-5,Tool71-2,Tool72-2,NA,Tool74-3,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,Tool80-1,Tool81-2,Tool82-3,Tool83-3,Tool84-1,Tool85-1,Tool86-1,Tool87-2,Tool88-1,Tool89-3,Tool90-3,Tool91-3,Tool92-2,Tool93-7,Tool94-2,Tool95-3,Tool96-1,NA,Tool98-5,Tool99-2,Tool100-1
Lot013_16,Tool1-1,Tool2-3,Tool3-4,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,NA,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-3,Tool17-1,Tool18-3,Tool19-1,Tool20-1,Tool21-2,Tool22-3,Tool23-6,Tool24-2,Tool25-5,Tool26-1,Tool27-2,NA,Tool29-4,Tool30-6,Tool31-2,Tool32-2,Tool33-4,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-2,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,Tool50-3,Tool51-5,Tool52-2,NA,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,Tool61-3,NA,Tool63-2,Tool64-2,Tool65-3,NA,Tool67-2,Tool68-2,Tool69-2,Tool70-5,Tool71-2,Tool72-2,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,Tool80-1,Tool81-2,Tool82-3,Tool83-3,Tool84-1,Tool85-1,Tool86-1,Tool87-2,Tool88-1,Tool89-3,Tool90-3,Tool91-3,Tool92-2,Tool93-7,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,Tool99-2,Tool100-1
Lot013_17,Tool1-1,Tool2-3,Tool3-4,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-3,Tool17-1,Tool18-3,Tool19-1,Tool20-1,Tool21-2,Tool22-3,Tool23-6,Tool24-2,Tool25-5,Tool26-1,Tool27-2,Tool28-1,NA,Tool30-6,Tool31-2,Tool32-2,NA,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-2,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,Tool50-3,Tool51-5,Tool52-2,NA,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,Tool61-3,Tool62-3,Tool63-2,Tool64-2,Tool65-3,Tool66-4,Tool67-2,Tool68-2,Tool69-2,Tool70-5,Tool71-2,Tool72-2,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,Tool80-1,Tool81-2,Tool82-3,NA,NA,Tool85-1,Tool86-1,Tool87-2,Tool88-1,NA,Tool90-3,Tool91-3,Tool92-2,Tool93-7,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,Tool99-2,Tool100-1
Lot013_18,Tool1-1,Tool2-3,NA,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-3,Tool17-1,Tool18-3,Tool19-1,NA,Tool21-2,Tool22-3,Tool23-6,NA,Tool25-5,Tool26-1,NA,Tool28-1,Tool29-4,Tool30-6,Tool31-2,Tool32-2,Tool33-4,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-2,Tool43-3,Tool44-1,Tool45-2,Tool46-3,NA,Tool48-2,Tool49-1,Tool50-3,Tool51-5,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,Tool61-3,Tool62-3,Tool63-2,Tool64-2,Tool65-3,NA,Tool67-2,NA,Tool69-2,Tool70-5,Tool71-2,Tool72-2,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,Tool80-1,Tool81-2,Tool82-3,Tool83-3,Tool84-1,Tool85-1,Tool86-1,Tool87-2,Tool88-1,Tool89-3,Tool90-3,Tool91-3,NA,Tool93-7,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,Tool99-2,Tool100-1
Lot013_19,Tool1-1,Tool2-3,Tool3-4,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-3,Tool17-1,Tool18-3,Tool19-1,Tool20-1,Tool21-2,Tool22-3,Tool23-6,NA,Tool25-5,Tool26-1,Tool27-2,Tool28-1,Tool29-4,Tool30-6,Tool31-2,Tool32-2,Tool33-4,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-2,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,NA,Tool49-1,Tool50-3,NA,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,Tool61-3,Tool62-3,Tool63-2,Tool64-2,Tool65-3,Tool66-4,NA,Tool68-2,Tool69-2,Tool70-5,Tool71-2,Tool72-2,Tool73-2,NA,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,Tool80-1,Tool81-2,Tool82-3,Tool83-3,Tool84-1,Tool85-1,Tool86-1,Tool87-2,Tool88-1,NA,Tool90-3,NA,Tool92-2,Tool93-7,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,Tool99-2,Tool100-1
Lot013_20,Tool1-1,Tool2-3,Tool3-4,Tool4-1,Tool5-3,NA,Tool7-1,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-3,Tool17-1,Tool18-3,Tool19-1,Tool20-1,Tool21-2,Tool22-3,Tool23-6,Tool24-2,Tool25-5,Tool26-1,Tool27-2,Tool28-1,Tool29-4,Tool30-6,Tool31-2,Tool32-2,Tool33-4,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-2,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,NA,Tool51-5,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,NA,Tool61-3,Tool62-3,NA,Tool64-2,Tool65-3,Tool66-4,Tool67-2,Tool68-2,Tool69-2,Tool70-5,Tool71-2,Tool72-2,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,Tool80-1,Tool81-2,Tool82-3,Tool83-3,Tool84-1,Tool85-1,Tool86-1,Tool87-2,Tool88-1,Tool89-3,Tool90-3,Tool91-3,Tool92-2,Tool93-7,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,Tool99-2,NA
Lot013_21,Tool1-1,Tool2-3,Tool3-4,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-3,Tool17-1,Tool18-3,Tool19-1,Tool20-1,NA,Tool22-3,Tool23-6,Tool24-2,Tool25-5,Tool26-1,Tool27-2,Tool28-1,Tool29-4,Tool30-6,Tool31-2,Tool32-2,Tool33-4,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-2,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,Tool50-3,Tool51-5,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,Tool61-3,Tool62-3,Tool63-2,Tool64-2,Tool65-3,Tool66-4,Tool67-2,Tool68-2,Tool69-2,Tool70-5,Tool71-2,NA,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,Tool80-1,NA,Tool82-3,Tool83-3,Tool84-1,Tool85-1,NA,Tool87-2,Tool88-1,Tool89-3,Tool90-3,Tool91-3,Tool92-2,Tool93-7,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,Tool99-2,Tool100-1
Lot013_22,NA,Tool2-3,NA,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-3,Tool17-1,Tool18-3,Tool19-1,Tool20-1,Tool21-2,NA,Tool23-6,Tool24-2,NA,Tool26-1,Tool27-2,Tool28-1,Tool29-4,Tool30-6,Tool31-2,Tool32-2,Tool33-4,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-2,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,Tool50-3,Tool51-5,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,Tool61-3,Tool62-3,Tool63-2,Tool64-2,Tool65-3,Tool66-4,Tool67-2,Tool68-2,Tool69-2,Tool70-5,Tool71-2,NA,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,Tool80-1,Tool81-2,Tool82-3,Tool83-3,Tool84-1,Tool85-1,Tool86-1,Tool87-2,Tool88-1,Tool89-3,Tool90-3,Tool91-3,Tool92-2,NA,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,Tool99-2,Tool100-1
Lot013_23,Tool1-1,Tool2-3,NA,Tool4-1,Tool5-3,Tool6-7,Tool7-1,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,Tool16-3,Tool17-1,Tool18-3,Tool19-1,Tool20-1,Tool21-2,Tool22-3,Tool23-6,Tool24-2,Tool25-5,Tool26-1,Tool27-2,Tool28-1,Tool29-4,Tool30-6,Tool31-2,Tool32-2,Tool33-4,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-2,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,Tool50-3,Tool51-5,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,Tool57-2,Tool58-3,Tool59-2,Tool60-2,Tool61-3,Tool62-3,Tool63-2,Tool64-2,Tool65-3,Tool66-4,Tool67-2,Tool68-2,Tool69-2,Tool70-5,Tool71-2,Tool72-2,Tool73-2,Tool74-3,Tool75-1,Tool76-3,Tool77-1,Tool78-1,Tool79-5,Tool80-1,Tool81-2,Tool82-3,Tool83-3,Tool84-1,Tool85-1,Tool86-1,Tool87-2,Tool88-1,Tool89-3,NA,Tool91-3,Tool92-2,Tool93-7,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,Tool99-2,Tool100-1
Lot013_24,Tool1-1,Tool2-3,Tool3-4,Tool4-1,Tool5-3,Tool6-7,NA,Tool8-2,Tool9-3,Tool10-4,Tool11-3,Tool12-2,Tool13-7,Tool14-4,Tool15-1,NA,Tool17-1,Tool18-3,NA,Tool20-1,NA,Tool22-3,Tool23-6,Tool24-2,Tool25-5,Tool26-1,Tool27-2,Tool28-1,Tool29-4,Tool30-6,Tool31-2,Tool32-2,Tool33-4,Tool34-1,Tool35-4,Tool36-4,Tool37-2,Tool38-1,Tool39-2,Tool40-2,Tool41-3,Tool42-2,Tool43-3,Tool44-1,Tool45-2,Tool46-3,Tool47-5,Tool48-2,Tool49-1,Tool50-3,NA,Tool52-2,Tool53-2,Tool54-3,Tool55-3,Tool56-2,NA,Tool58-3,Tool59-2,NA,Tool61-3,Tool62-3,Tool63-2,NA,Tool65-3,Tool66-4,Tool67-2,Tool68-2,Tool69-2,Tool70-5,Tool71-2,Tool72-2,Tool73-2,Tool74-3,Tool75-1,Tool76-3,NA,Tool78-1,Tool79-5,Tool80-1,NA,Tool82-3,Tool83-3,Tool84-1,Tool85-1,NA,Tool87-2,Tool88-1,Tool89-3,Tool90-3,Tool91-3,Tool92-2,Tool93-7,Tool94-2,Tool95-3,Tool96-1,Tool97-6,Tool98-5,Tool99-2,Tool100-1
